Job Order No,Date,Fabric,Brand,Shade,Size,Quantity,Unit,Party Name,Garment Type,Section,Season,Emb,Emb Details,Printing,Printing Details,Pattern,Style,Remarks,Direct Stitching,Submitted By,Image URL,Lot Number,Component ,Challan No,Challan Date,Challan Items JSON,Challan History JSON,Challan Total Qty,Challan Complete Lot,Challan By,Challan PDF URL,Priority,Cancellation Timestamp,Cancelled By,Cancellation Approved From,Cancellation Reason,Status,Tape/Lace,Bottom Type,Zip,Sticker,Collar,Bone,FULL BAJU,,FABRIC_SUPERVISOR,PDF Status,PDF Generated Date,PDF Blocked,Order No.,Email Notified At
JO-756,2026-02-17,LYCRA SINKAR,DIOR,"BLACK, OFF WHITE, 1%, RED","M , L , L , XL , 2XL",2,ROLLS,Mohit Hosiery,T-SHIRT,GENTS,SUMMER,NA,,BHM,FRONT,MH Pattern,ROUNDNECK,,no,TALVINDER KAUR (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1YQDHaZkaKKsD4jz4eE_zXIXfcLiWDkY5,11518,,CH-PRINT-0159,7 Mar 2026,"{""items"":[{""shade"":""BLACK"",""qty"":165},{""shade"":""1%"",""qty"":155},{""shade"":""RED"",""qty"":170},{""shade"":""OFF WHITE"",""qty"":155}],""completeLot"":false,""notedAt"":""2026-03-07T09:19:24.022Z""}","[{""number"":""CH-PRINT-0159"",""date"":""20 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":490,""items"":[{""shade"":""BLACK"",""qty"":165},{""shade"":""1%"",""qty"":155},{""shade"":""RED"",""qty"":170}],""receivedDate"":""2026-02-23T05:10:27.462Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-09T14:05:53.439Z""},{""number"":""CH-PRINT-0159"",""date"":""7 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":155,""items"":[{""shade"":""OFF WHITE"",""qty"":155}],""receivedDate"":""2026-03-07T11:47:39.217Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-09T14:06:00.791Z""}]",645,no,,,HIGH,,,,,,,,,,,,,,,,,,,2/17/2026
JO-757,2026-02-17,POLYSTER JALI (MESH),GYMSHARK,"BLACK(RED), BLACK(WHITE), RED,ROYAL,WHITE (BLACK)L. GREY,NAVY,D GREY","L,XL,2XL,3XL",20,SETS,DC,NIKKER,GENTS,SUMMER,NA,,,,MH Pattern,NIKKER,BLACK K 40 SET OR BAKI 20 SETS CUTTING KRWANE HAI,yes,maninder kaur (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=14BIKApuOHtVXtm_1Z1pzLUg8EyFsTOIF,65028,,,,,,,,,,MEDIUM,,,,,,,Normal Fold,,,,,,,,,,,,2/17/2026
JO-758,2026-02-17,UK LYCRA,ADIDAS,"BLACK (L GREY), BLACK (BLACK), NAVY (GREY), COFFEE (BEIGE), SILVER (D GREY), ROYAL (WHITE), RED (WHITE),MOUSE","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,lower,"NO BACK POCKET NICHE STOPPER LAGNA HAI BELT 1.50 INCH LAGNI HAI
GULLA MASS KA LAGNA HAI ",no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1VjMh419LmgrX6RtAnUG2ETs9wiapBkPW,61096,,CH-EMB-0623,24 Mar 2026,"{""items"":[{""shade"":""BLACK (L GREY)"",""qty"":138},{""shade"":""BLACK (BLACK)"",""qty"":132},{""shade"":""NAVY (GREY)"",""qty"":126},{""shade"":""COFFEE (BEIGE)"",""qty"":132},{""shade"":""SILVER (D GREY)"",""qty"":138},{""shade"":""ROYAL (WHITE)"",""qty"":102},{""shade"":""RED (WHITE)"",""qty"":126},{""shade"":""MOUSE"",""qty"":132}],""completeLot"":false,""notedAt"":""2026-03-24T10:21:28.999Z""}","[{""number"":""CH-EMB-0623"",""date"":""24 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":1026,""items"":[{""shade"":""BLACK (L GREY)"",""qty"":138},{""shade"":""BLACK (BLACK)"",""qty"":132},{""shade"":""NAVY (GREY)"",""qty"":126},{""shade"":""COFFEE (BEIGE)"",""qty"":132},{""shade"":""SILVER (D GREY)"",""qty"":138},{""shade"":""ROYAL (WHITE)"",""qty"":102},{""shade"":""RED (WHITE)"",""qty"":126},{""shade"":""MOUSE"",""qty"":132}],""receivedDate"":""2026-03-24T15:21:00.084Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-01T07:39:29.275Z""}]",1026,no,,,REPEATED_LOT#61065,,,,,,,,,,,,,,,,,,,2/17/2026
JO-759,2026-02-17,UK LYCRA,NIKE,"BLACK (L GREY), BLACK (BLACK), NAVY (GREY), COFFEE (BEIGE), SILVER (D GREY), ROYAL (WHITE), RED (WHITE),GREY","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,lower,"NO BACK POCKET NICHE STOPPER LAGNA HAI BELT 1.50 INCH LAGNI HAI
GULLA MASS KA LAGNA HAI ",no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1gjYVaHIprvBbcyp-M4p3ptEvdfYtzrzN,61097,,CH-EMB-0624,24 Mar 2026,"{""items"":[{""shade"":""BLACK (L GREY)"",""qty"":132},{""shade"":""BLACK (BLACK)"",""qty"":126},{""shade"":""NAVY (GREY)"",""qty"":132},{""shade"":""COFFEE (BEIGE)"",""qty"":138},{""shade"":""SILVER (D GREY)"",""qty"":144},{""shade"":""ROYAL (WHITE)"",""qty"":132},{""shade"":""RED (WHITE)"",""qty"":132},{""shade"":""GREY"",""qty"":138}],""completeLot"":false,""notedAt"":""2026-03-24T10:21:32.801Z""}","[{""number"":""CH-EMB-0624"",""date"":""24 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":1074,""items"":[{""shade"":""BLACK (L GREY)"",""qty"":132},{""shade"":""BLACK (BLACK)"",""qty"":126},{""shade"":""NAVY (GREY)"",""qty"":132},{""shade"":""COFFEE (BEIGE)"",""qty"":138},{""shade"":""SILVER (D GREY)"",""qty"":144},{""shade"":""ROYAL (WHITE)"",""qty"":132},{""shade"":""RED (WHITE)"",""qty"":132},{""shade"":""GREY"",""qty"":138}],""receivedDate"":""2026-03-24T15:21:02.309Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-01T07:48:08.679Z""}]",1074,no,,,MEDIUM,,,,,,,Elastic and Stopper,YES,,,,,,,,,,,2/17/2026
JO-760,2026-02-17,UK LYCRA,GYM SHARK,"RED, ROYAL, ICE BLUE, SILVER, DARK GREY, BLACK, BLACK, IVORY","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,BHM,GULLA,SS Pattern,lower,NO BACK POCKET 1.50 INCH LASTIC GULLA MASS KA LAGNA HAI ,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1tzNwRfsAp3yAfBa3DIIoJfj4kBSZn13i,61098,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/17/2026
JO-761,2026-02-17,UK LYCRA,GYM SHARK,"RED, ROYAL, ICE BLUE, SILVER, DARK GREY, BLACK, BLACK, IVORY","L , XL , XL , 2XL , 3XL , 4XL",1,ROLLS,SS,NIKKER,GENTS,SUMMER,BHM,FRONT,BHM,GULLA,MH Pattern,nikkar,NO BACK POCKET 1.50 INCH LASTIC GULLA MASS KA LAGNA HAI ,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1P3KQLHYAN3iagE5Cp_FsIHzddlTdb4P2,61099,,CH-EMB-0540,27 Feb 2026,"{""items"":[{""shade"":""RED"",""qty"":102},{""shade"":""ROYAL"",""qty"":102},{""shade"":""ICE BLUE"",""qty"":108},{""shade"":""SILVER"",""qty"":126},{""shade"":""DARK GREY"",""qty"":138},{""shade"":""BLACK"",""qty"":204},{""shade"":""IVORY"",""qty"":132}],""completeLot"":false,""notedAt"":""2026-02-27T14:10:25.826Z""}","[{""number"":""CH-EMB-0540"",""date"":""27 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":912,""items"":[{""shade"":""RED"",""qty"":102},{""shade"":""ROYAL"",""qty"":102},{""shade"":""ICE BLUE"",""qty"":108},{""shade"":""SILVER"",""qty"":126},{""shade"":""DARK GREY"",""qty"":138},{""shade"":""BLACK"",""qty"":204},{""shade"":""IVORY"",""qty"":132}],""receivedDate"":""2026-03-02T07:26:03.341Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-14T06:08:05.979Z""}]",912,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,2/17/2026
JO-762,2026-02-17,UK LYCRA,UNDER ARMOUR,"TOM GREEN, BLACK, NAVY, RED, OLIVE, ICE BLUE","M,L,L,XL,XL,XXL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,,NA,,SS Pattern,lower,NO BACK POCKET NICHE ZIP NAHI LAGNI HAI KORI TAPE LAGNI HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1XzBK4kdMGTbrHky2LqlnwGPS2zcqFVo4,61100,,CH-EMB-0683,8 Apr 2026,"{""items"":[{""shade"":""TOM GREEN"",""qty"":174},{""shade"":""BLACK"",""qty"":144},{""shade"":""RED"",""qty"":174},{""shade"":""OLIVE"",""qty"":162},{""shade"":""ICE BLUE"",""qty"":144}],""completeLot"":false,""notedAt"":""2026-04-08T13:01:40.773Z""}","[{""number"":""CH-EMB-0683"",""date"":""8 Apr 2026"",""by"":"""",""completeLot"":false,""totalQty"":798,""items"":[{""shade"":""TOM GREEN"",""qty"":174},{""shade"":""BLACK"",""qty"":144},{""shade"":""RED"",""qty"":174},{""shade"":""OLIVE"",""qty"":162},{""shade"":""ICE BLUE"",""qty"":144}],""receivedDate"":""2026-04-10T13:39:24.770Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-16T05:27:15.369Z""}]",798,no,,,MEDIUM,,,,,,YES,Normal Fold,NO,,,,,,,,,,,2/17/2026
JO-763,2026-02-17,Q16,GYM SHARK,"BEIGE, L GREY, L OLIVE, M GREY, KHAKHI, COFFEE, OFF WHITE, BLACK, MOUSE, BLACK","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,BHM,"GULLA, OTHER:back ka gulla print",SS Pattern,lower,NO BACK POCKET BELT 1.50 INCH,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=12ISCqRPQPnDBYDCVtHnlVGj6FLcnqj4X,61101,,CH-EMB-0552,2 Mar 2026,"{""items"":[{""shade"":""BEIGE"",""qty"":108},{""shade"":""L GREY"",""qty"":198},{""shade"":""L OLIVE"",""qty"":198},{""shade"":""M GREY"",""qty"":192},{""shade"":""KHAKHI"",""qty"":144},{""shade"":""COFFEE"",""qty"":144},{""shade"":""OFF WHITE"",""qty"":192},{""shade"":""BLACK"",""qty"":348},{""shade"":""MOUSE"",""qty"":168}],""completeLot"":false,""notedAt"":""2026-03-02T07:35:47.138Z""}","[{""number"":""CH-EMB-0552"",""date"":""2 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":1692,""items"":[{""shade"":""BEIGE"",""qty"":108},{""shade"":""L GREY"",""qty"":198},{""shade"":""L OLIVE"",""qty"":198},{""shade"":""M GREY"",""qty"":192},{""shade"":""KHAKHI"",""qty"":144},{""shade"":""COFFEE"",""qty"":144},{""shade"":""OFF WHITE"",""qty"":192},{""shade"":""BLACK"",""qty"":348},{""shade"":""MOUSE"",""qty"":168}],""receivedDate"":""2026-03-03T13:55:15.994Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-23T14:47:33.632Z""}]",1692,no,,,MEDIUM,,,,,,,Elastic and Stopper,YES,,,,,,,,,,,2/17/2026
JO-764,2026-02-17,UK LYCRA,ADIDAS,"BLACK, BLACK, IVORY, SILVER, D GREY, ICE BLUE, RED, ROYAL","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,BHM,"GULLA, OTHER:niche se 3/4 inch se patti print hona hai",SS Pattern,lower,SIDDE GULLA MASS KA NICHE SE 3/4 INCH SE PATTI PRINT HONA HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1PaAxlXC6aXIXOSq33N5scyviCew8w54w,61102,,CH-PRINT-0163,23 Feb 2026,"{""items"":[{""shade"":""BLACK"",""qty"":270},{""shade"":""IVORY"",""qty"":192},{""shade"":""SILVER"",""qty"":156},{""shade"":""D GREY"",""qty"":180},{""shade"":""ICE BLUE"",""qty"":168},{""shade"":""RED"",""qty"":186},{""shade"":""ROYAL"",""qty"":186}],""completeLot"":false,""notedAt"":""2026-02-23T14:21:06.555Z""}","[{""number"":""CH-PRINT-0163"",""date"":""23 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":1338,""items"":[{""shade"":""BLACK"",""qty"":270},{""shade"":""IVORY"",""qty"":192},{""shade"":""SILVER"",""qty"":156},{""shade"":""D GREY"",""qty"":180},{""shade"":""ICE BLUE"",""qty"":168},{""shade"":""RED"",""qty"":186},{""shade"":""ROYAL"",""qty"":186}],""receivedDate"":""2026-03-02T06:37:21.596Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-09T10:35:18.902Z""}]",1338,no,,,HIGH,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/17/2026
JO-765,2026-02-17,Q16,JORDAN,"BLACK, BLACK, L GREY, L GREY, BEIGE, L OLIVE, M GREY, KHAKHI, COFFEE, OFF WHITE, MOUSE","L , XL , XL , 2XL , 3XL , 4XL",1,ROLLS,SS,NIKKER,GENTS,SUMMER,BHM,GULLA,NA,,SS Pattern,NIKKER,GULLA PUNCH KA LAGNA HAI GULLA EMB HONA HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1BJo8KId6OYxlFuAwB7W6BKGDOfpmXup_,61103,,CH-EMB-0522,23 Feb 2026,"{""items"":[{""shade"":""BLACK"",""qty"":252},{""shade"":""L GREY"",""qty"":252},{""shade"":""BEIGE"",""qty"":126},{""shade"":""L OLIVE"",""qty"":120},{""shade"":""M GREY"",""qty"":126},{""shade"":""KHAKHI"",""qty"":126},{""shade"":""COFFEE"",""qty"":108},{""shade"":""OFF WHITE"",""qty"":120},{""shade"":""MOUSE"",""qty"":126}],""completeLot"":false,""notedAt"":""2026-02-23T08:17:17.655Z""}","[{""number"":""CH-EMB-0522"",""date"":""23 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":1356,""items"":[{""shade"":""BLACK"",""qty"":252},{""shade"":""L GREY"",""qty"":252},{""shade"":""BEIGE"",""qty"":126},{""shade"":""L OLIVE"",""qty"":120},{""shade"":""M GREY"",""qty"":126},{""shade"":""KHAKHI"",""qty"":126},{""shade"":""COFFEE"",""qty"":108},{""shade"":""OFF WHITE"",""qty"":120},{""shade"":""MOUSE"",""qty"":126}],""receivedDate"":""2026-03-07T12:02:44.227Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-18T11:33:28.082Z""}]",1356,no,,,HIGH,,,,,,,,YES,,,,,,,,,,,2/17/2026
JO-766,2026-02-17,Q16,K14,"BLACK, OLIVE, SILVER","L , XL , XL , 2XL , 3XL , 4XL",1,ROLLS,SS,NIKKER,GENTS,SUMMER,BHM,GULLA,NA,,SS Pattern,NIKKER,SELF CUT GULLA ,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1vKfxb5_A--swvZqnuTeqhEJsis0nquAn,61104,,,,,,,,,,MEDIUM,,,,,,,,,,,,,,,,,,,2/17/2026
JO-767,2026-02-17,UK LYCRA,LACOSTA,"BLACK, ICE BLUE, RED, ROYAL, BLACK, SILVER, NAVY, L GREY, IVORY","M , L , L , XL , XL , 2XL",1,ROLLS,SS,LOWER,GENTS,SUMMER,,,,,SS Pattern,lower,,yes,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=12SrL0ds_xgoB8TfGNq2w9OBOwwjBcl7E,61105,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/17/2026
JO-768,2026-02-17,UK LYCRA,GYM SHARK,"BLACK, BLACK, IVORY, SILVER, D GREY, ICE BLUE, RED, ROYAL","L , XL , XL , 2XL , 3XL , 4XL",1,ROLLS,SS,NIKKER,GENTS,SUMMER,BHM,FRONT,BHM,"GULLA, OTHER:niche se 3/4 inch se patti print hona hai",SS Pattern,NIKKER,SIDDE GULLA MASS KA NICHE SE 3/4 INCH SE PATTI PRINT HONA HAI,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1SEWkex4YjPsifQSGW9eQiHi07VM9gE7j/view?usp=drive_link,61106,,,,,,,,,,MEDIUM,,,,,,,,,,,,,,,,,,,2/17/2026
JO-769,2026-02-17,Q16,GYM SHARK,"BEIGE, L GREY, LGREY, L OLIVE, M GREY, KHAKHI, COFFEE, OFF WHITE, BLACK, BLACK, MOUSE","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,lower,GULLA MASS KA LAGNA HAI ,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1PoYazt0o-LKkkcXVffvkRbsax7wKlSQ1,61107,,CH-EMB-0550,2 Mar 2026,"{""items"":[{""shade"":""BEIGE"",""qty"":180},{""shade"":""L GREY"",""qty"":198},{""shade"":""L OLIVE"",""qty"":204},{""shade"":""M GREY"",""qty"":192},{""shade"":""KHAKHI"",""qty"":192},{""shade"":""COFFEE"",""qty"":132},{""shade"":""OFF WHITE"",""qty"":180},{""shade"":""BLACK"",""qty"":366},{""shade"":""MOUSE"",""qty"":204}],""completeLot"":false,""notedAt"":""2026-03-02T07:26:05.275Z""}","[{""number"":""CH-EMB-0550"",""date"":""2 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":1848,""items"":[{""shade"":""BEIGE"",""qty"":180},{""shade"":""L GREY"",""qty"":198},{""shade"":""L OLIVE"",""qty"":204},{""shade"":""M GREY"",""qty"":192},{""shade"":""KHAKHI"",""qty"":192},{""shade"":""COFFEE"",""qty"":132},{""shade"":""OFF WHITE"",""qty"":180},{""shade"":""BLACK"",""qty"":366},{""shade"":""MOUSE"",""qty"":204}],""receivedDate"":""2026-03-02T07:45:16.998Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-11T05:14:03.160Z""}]",1848,no,,,HIGH,,,,,,,Elastic and Stopper,YES,,,,,,,,,,,2/17/2026
JO-770,2026-02-17,UK LYCRA,GYM SHARK,"BLACK, BL;ACK, IVORY, SILVER, ROYAL, ICE BLUE, COFFEE","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,FRONT,BHM,"GULLA, OTHER:right side gulla print hona niche ke side",SS Pattern,lower,"GULLA MASS KA LAGNA HAI 
RIGHT SIDE GULLA PRINT HONA HAI
GULLA PRINT NICHE KE SIDE PRINT HONA HAI",no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1IWc6KpfDgc5Ip-8IRdv9a0BcHJnSaWMa,61108,,CH-PRINT-0175,19 Mar 2026,"{""items"":[{""shade"":""IVORY"",""qty"":192},{""shade"":""SILVER"",""qty"":126},{""shade"":""ROYAL"",""qty"":168},{""shade"":""ICE BLUE"",""qty"":138},{""shade"":""COFFEE"",""qty"":144},{""shade"":""BLACK"",""qty"":120},{""shade"":""BL;ACK"",""qty"":132}],""completeLot"":false,""notedAt"":""2026-03-19T09:51:42.267Z""}","[{""number"":""CH-PRINT-0175"",""date"":""7 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":768,""items"":[{""shade"":""IVORY"",""qty"":192},{""shade"":""SILVER"",""qty"":126},{""shade"":""ROYAL"",""qty"":168},{""shade"":""ICE BLUE"",""qty"":138},{""shade"":""COFFEE"",""qty"":144}],""receivedDate"":""2026-03-09T12:48:25.193Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-01T07:39:44.419Z""},{""number"":""CH-PRINT-0175"",""date"":""19 Mar 2026"",""by"":"""",""completeLot"":false,""totalQty"":252,""items"":[{""shade"":""BLACK"",""qty"":120},{""shade"":""BL;ACK"",""qty"":132}],""receivedDate"":""2026-03-20T09:43:20.822Z"",""embCompleted"":true,""embUpdatedAt"":""2026-04-01T07:39:52.380Z""}]",1020,no,,,HIGH,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/17/2026
JO-771,2026-02-17,UK LYCRA,ADIDAS,"BLACK, BLACK, IVORY, SILVER, ROYAL, ICE BLUE, COFFEE","M , L , L , XL , XL , 2XL",2,ROLLS,SS,NIKKER,GENTS,SUMMER,BHM,FRONT,BHM,"GULLA, OTHER:right side gulla print hona niche ke side",SS Pattern,NIKKER,"GULLA MASS KA LAGNA HAI 
RIGHT SIDE GULLA PRINT HONA HAI
GULLA PRINT NICHE KE SIDE PRINT HONA HAI",no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1WhBzg3lbEVHiiRK22HqMcEvvfB0s_aD-,61109,,CH-EMB-0527,24 Feb 2026,"{""items"":[{""shade"":""BLACK"",""qty"":420},{""shade"":""IVORY"",""qty"":258},{""shade"":""SILVER"",""qty"":288},{""shade"":""ROYAL"",""qty"":288},{""shade"":""ICE BLUE"",""qty"":294},{""shade"":""COFFEE"",""qty"":258}],""completeLot"":false,""notedAt"":""2026-02-24T10:56:18.604Z""}","[{""number"":""CH-EMB-0527"",""date"":""24 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":1806,""items"":[{""shade"":""BLACK"",""qty"":420},{""shade"":""IVORY"",""qty"":258},{""shade"":""SILVER"",""qty"":288},{""shade"":""ROYAL"",""qty"":288},{""shade"":""ICE BLUE"",""qty"":294},{""shade"":""COFFEE"",""qty"":258}],""receivedDate"":""2026-02-26T10:39:04.610Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-13T13:53:13.265Z""}]",1806,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,2/17/2026
JO-772,2026-02-19,K13/K15,UNDER ARMOUR,"BLACK K13, SIVER K13, FAWN K13, OLIVE K16, BLACK K16, GREY K16","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,"FRONT, POCKET",NA,,KOREAN PATTERN,LOWER CARGO,,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1Jv7eFP5Wnu8eK_5vcOcZghcLc_mEJOLC,61110,,CH-EMB-0519,23 Feb 2026,"{""items"":[{""shade"":""BLACK K13"",""qty"":126},{""shade"":""SIVER K13"",""qty"":126},{""shade"":""FAWN K13"",""qty"":126},{""shade"":""OLIVE K16"",""qty"":126},{""shade"":""BLACK K16"",""qty"":126},{""shade"":""GREY K16"",""qty"":126}],""completeLot"":false,""notedAt"":""2026-02-23T07:41:32.583Z""}","[{""number"":""CH-EMB-0519"",""date"":""23 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":756,""items"":[{""shade"":""BLACK K13"",""qty"":126},{""shade"":""SIVER K13"",""qty"":126},{""shade"":""FAWN K13"",""qty"":126},{""shade"":""OLIVE K16"",""qty"":126},{""shade"":""BLACK K16"",""qty"":126},{""shade"":""GREY K16"",""qty"":126}],""receivedDate"":""2026-02-24T05:29:35.438Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-05T10:25:33.182Z""}]",756,no,,,HIGH,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
JO-773,2026-02-19,JUNGALI PRINT,ADIDAS,"BLACK, OLIVE, GREY","M , L , L , XL , XL , 2XL",2,ROLLS,Mohit Hosiery,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,lower,3 BON,no,Ravinder Singh (Order Referred By Varun Goyal),,11519,,CH-EMB-0517,21 Feb 2026,"{""items"":[{""shade"":""BLACK"",""qty"":408},{""shade"":""OLIVE"",""qty"":390},{""shade"":""GREY"",""qty"":210},{""shade"":""SILVER"",""qty"":216}],""completeLot"":false,""notedAt"":""2026-02-21T08:00:38.396Z""}","[{""number"":""CH-EMB-0517"",""date"":""21 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":1224,""items"":[{""shade"":""BLACK"",""qty"":408},{""shade"":""OLIVE"",""qty"":390},{""shade"":""GREY"",""qty"":210},{""shade"":""SILVER"",""qty"":216}],""receivedDate"":""2026-02-23T05:56:59.884Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-13T11:26:07.642Z""}]",1224,no,,,MEDIUM,,,,,,,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
JO-774,2026-02-19,Q20,UNDER ARMOUR,"OLIVE, COFFEE, KHAKHI","M , L , L , XL , XL , 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,"FRONT, POCKET",NA,,SS Pattern,LOWER CARGO,,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=19lSgeMYOzU46XJqjn8LoXzBx8lCa_JG1,61111,,CH-EMB-0520,23 Feb 2026,"{""items"":[{""shade"":""OLIVE"",""qty"":138},{""shade"":""COFFEE"",""qty"":90},{""shade"":""KHAKHI"",""qty"":126}],""completeLot"":false,""notedAt"":""2026-02-23T07:41:37.597Z""}","[{""number"":""CH-EMB-0520"",""date"":""23 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":354,""items"":[{""shade"":""OLIVE"",""qty"":138},{""shade"":""COFFEE"",""qty"":90},{""shade"":""KHAKHI"",""qty"":126}],""receivedDate"":""2026-02-24T05:28:42.653Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-05T10:25:38.250Z""}]",354,no,,,HIGH,,,,,,NO,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
JO-775,2026-02-19,Q20,GYM SHARK,"OLIVE, COFFEE, KHAKHI","M , L , L , XL , XL , 2XL",2,ROLLS,Mohit Hosiery,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,LOWER CARGO,,no,Ravinder Singh (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1U4ajnj8wIkhZlbYnv-IHduNI_6YqjEbi,11520,,CH-EMB-0521,23 Feb 2026,"{""items"":[{""shade"":""OLIVE"",""qty"":138},{""shade"":""COFFEE"",""qty"":90},{""shade"":""KHAKHI"",""qty"":126}],""completeLot"":false,""notedAt"":""2026-02-23T07:41:39.179Z""}","[{""number"":""CH-EMB-0521"",""date"":""23 Feb 2026"",""by"":"""",""completeLot"":false,""totalQty"":354,""items"":[{""shade"":""OLIVE"",""qty"":138},{""shade"":""COFFEE"",""qty"":90},{""shade"":""KHAKHI"",""qty"":126}],""receivedDate"":""2026-02-24T05:28:39.646Z"",""embCompleted"":true,""embUpdatedAt"":""2026-03-09T05:47:46.623Z""}]",354,no,,,HIGH,,,,,,,Elastic and Stopper,YES,,,,,,,,,,,2/19/2026
