Job Order No,Date,Fabric,Brand,Shade,Size,Quantity,Unit,Party Name,Garment Type,Section,Season,Emb,Emb Details,Printing,Printing Details,Pattern,Style,Remarks,Direct Stitching,Submitted By,Image URL,Lot Number,Component ,Challan No,Challan Date,Challan Items JSON,Challan History JSON,Challan Total Qty,Challan Complete Lot,Challan By,Challan PDF URL,Priority,Cancellation Timestamp,Cancelled By,Cancellation Approved From,Cancellation Reason,Status,Tape/Lace,Bottom Type,Zip,Sticker,Collar,Bone,FULL BAJU,,FABRIC_SUPERVISOR,PDF Status,PDF Generated Date,PDF Blocked,Order No.,Email Notified At
JO-1393,2026-06-30,MH FLEECE,RALPH POLO,"BLACK [3], 15% [3]","M, L, L, XL,  XXL, 3XL, 3XL, 4XL, 4XL, 5XL",18,SETS,BB,TS - LOWER,GENTS,WINTER,BHM,,NA,,NORMAL FIT,REGULAR,"NORMAL FIT
BELT 2"" PLUS
BACK SIDE 1 POCKET
M TO 2XL - 12 SET
3XL TO 5XL - 6 SET",no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1qZNrNEP38qg1EjmbBTAztyqE_2R1wm-0,62142,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,NO,NO,NO,NO,,FAIZ,,,,595,6/30/2026
JO-1394,2026-06-30,LINEN FEEL LYCRA,Zara,"BLACK [2], WHITE [2], L GREY [2], D.OLIVE [2]","M , M , L , L , XL",2,ROLLS,Mohit Hosiery,WINDCHEATER,GENTS,WINTER,,,,,BOXY FIT,WINDECHEATER,"PATTERN BOXY FIT, FRONT AUR POCKET ,BAJU PAR BUTTON LAGEGA,PATTERN MOHIT SIR SE PASS KARAYE",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1ai4YeT1FUh552makPy6-2hAVqucKvYdG,11825,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,NO,NO,YES,NO,YES,,VIKAS,,,,,6/30/2026
JO-1395,2026-06-30,LINEN FEEL LYCRA,Zara,"BLACK [2], WHITE [2], L GREY [2], CHIKU/ANTHRA [2]","M , M , L , L , XL",2,ROLLS,Mohit Hosiery,WINDCHEATER,GENTS,WINTER,,,,,BOXY FIT,WINDECHEATER,"PATTERN BOXY FIT, FRONT AUR POCKET ,BAJU PAR BUTTON LAGEGA,PATTERN MOHIT SIR SE PASS KARAYE, FULL HD ASTER LAGEGA",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1bwY0hgmgcLs-6rttxaL27kdz5PwCjN8m,11826,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,YES,NO,YES,,VIKAS,,,,,6/30/2026
JO-1396,2026-06-30,LINEN FEEL LYCRA,Zara,"BLACK [2], KHAKHI [2], D.OLIVE [2], OLIVE(OLD) [2]","M , M , L , L , XL",2,ROLLS,Mohit Hosiery,WINDCHEATER,GENTS,WINTER,,,,,BOXY FIT,WINDECHEATER,"PATTERN BOXY FIT, FRONT AUR POCKET ,BAJU PAR BUTTON LAGEGA,PATTERN MOHIT SIR SE PASS KARAYE, FULL HD ASTER LAGEGA",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1nBP6w-xTuR4WWAnglCIWqQKtbueoUcqD,11827,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,YES,NO,YES,,VIKAS,,,,,6/30/2026
JO-1397,2026-06-30,BUBBLE TT LEATHER,Zara,"BLACK [4], BROWN [2], TAN [2]","S , M , L , XL",2,ROLLS,Mohit Hosiery,JACKET,GENTS,WINTER,,,,,NORMAL FIT,WINDECHEATER,"NORMAL FIT , SAME AS  PER SAMPLE ,PATTER NORMAL FIT,BLACK 40SET,BROWN 20 SET,TAN 20SET,PATTERN MOHIT SIR SE PASS KARAYEE",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=11IiGOZntau7BKniYN-SSnaCVxUtBht-l,73077,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,YES,NO,YES,,VIKAS,,,,,6/30/2026
JO-1398,2026-06-30,TRC,BARBOUR,"BLACK [2], KHAKHI [2], D.GRAY [2], NAVY [2], L.GRAY [2]","M , L , XL , 2XL",2,ROLLS,Mohit Hosiery,WINDCHEATER,GENTS,WINTER,,,,,NORMAL FIT,WINDECHEATER,"PATTERN NORMAL FIT,WASHING SRIKANGE INCLUDE, ANDER CHECK FABRIC LAGEGA,PATTER MOHIT SIR SE PASS KARAYE",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1VTqL5ue4l7r2U-CWKLJg0SOl8fmIfsaP,11828,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,YES,NO,YES,,VIKAS,,,,,6/30/2026
JO-1399,2026-06-30,MH IMPORTED,Diesel,"BLACK [3], MOUSE [3], WHITE [3], BROWN [2], KHAKHI [2], OLIVE [3]","M , M , L , L , XL",3,ROLLS,Mohit Hosiery,WINDCHEATER,GENTS,WINTER,,,,,BOXY FIT,WINDECHEATER,"DENIM STYLE ALL COLOR ALL ROLL CUTTING,ANDAR FULL HD,PATTER BOXY FIT,PATTER MOHIT SIR JI SE PASS KARAYE,FLLOR-1,HALL-1,ZONE A,R1,DISGN-4 DOT CLOTH",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1PKABgRmTEqTbMidN3E5JEqoDdonHT43w,11829,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,YES,NO,YES,,VIKAS,,,,,6/30/2026
JO-1400,2026-06-30,RFD FLEECE,Lacoste,"OFF WHITE [3], OFF WHITE [3], OFF WHITE [3], OFF WHITE [3]","M , M , L , L , XL",30,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,"FRONT, RIGHT",NA,,BOXY FIT,LOWER,"BOXY FIT RFD PATTERN ,SAME CLOTH KI BELT,LACOSTE SELF LOGO ON RIGHT SIDE,(RFD MH FLEECE), PATTERN MOHIT SIR SE JARUR PASS KARAYE",no,VIKAS (Order Referred By Mohit Goyal),,11830,,CH-EMB-0871,6 Jul 2026,"{""items"":[{""shade"":""OFF WHITE [3]"",""qty"":150},{""shade"":""OFF WHITE 2"",""qty"":150},{""shade"":""OFF WHITE 4"",""qty"":150},{""shade"":""OFF WHITE 5"",""qty"":150}],""completeLot"":false,""notedAt"":""2026-07-06T11:56:07.675Z""}","[{""number"":""CH-EMB-0871"",""date"":""6 Jul 2026"",""by"":"""",""completeLot"":false,""totalQty"":600,""items"":[{""shade"":""OFF WHITE [3]"",""qty"":150},{""shade"":""OFF WHITE 2"",""qty"":150},{""shade"":""OFF WHITE 4"",""qty"":150},{""shade"":""OFF WHITE 5"",""qty"":150}],""receivedDate"":""2026-07-08T06:00:59.097Z""}]",600,no,,,HIGH,,,,,,NO,Elastic and Stopper,YES,NO,NO,NO,NO,,FAIZ,,,,,6/30/2026
JO-1401,2026-06-30,RFD FLEECE,Zara,"OFF WHITE [3], OFF WHITE [3], OFF WHITE [3], OFF WHITE [3]","M , M , L , L , XL",30,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,,,,,BOXY FIT,LOWER,"BOXY FIT RFD PATTERN ,SAME CLOTH KI BELT,,(RFD MH FLEECE), PATTERN MOHIT SIR SE JARUR PASS KARAYE,",yes,VIKAS (Order Referred By Mohit Goyal),,11831,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,NO,NO,NO,NO,,FAIZ,,,,,6/30/2026
JO-1402,2026-06-30,RFD FLEECE,Lacoste,"OFF WHITE [3], OFF WHITE [3], OFF WHITE [3], OFF WHITE [3]","M , M , L , L , XL",30,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,"FRONT, LEFT",NA,,BOXY FIT,LOWER,"BOXY FIT RFD PATTERN ,SAME CLOTH KI BELT,LACOSTE EMB LOGO ON LEFTSIDE,(RFD MH FLEECE), PATTERN MOHIT SIR SE JARUR PASS KARAYE,EMB MAI RFD YARN USE KARNA HAI",no,VIKAS (Order Referred By Mohit Goyal),,11832,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,NO,NO,NO,NO,,FAIZ,,,,,6/30/2026
JO-1403,2026-07-01,RFD MH FLEECE,Zara,"OFF WHITE [5], OFF WHITE [5], OFF WHITE [5], OFF WHITE [5]","M , M , L , L , XL",30,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,,,,,BOXY FIT,LOWER,"PATTERN BOXY FIT ,PATTERN MOHIT SIR SE PASS KARAYE, MORI MAI DORI STOPPER MOHIT SIR JI PUCH LE LAGNA HAI KI NAI JARUR",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1EZwe-SWxN7lLeR1ty8Mzb480YOYOGLN-,11833,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,NO,NO,NO,,VIKAS,,,,,7/1/2026
JO-1404,2026-07-01,RFD MH FLEECE,Zara,"OFF WHITE [5], OFF WHITE [5], OFF WHITE [5], OFF WHITE [5]","M , M , L , L , XL",30,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,,,,,BOXY FIT,LOWER,"PATTERN BOXY FIT ,PATTERN MOHIT SIR SE PASS KARAYE, MORI MAI DORI STOPPER MOHIT SIR JI PUCH LE LAGNA HAI KI NAI JARUR",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1U5Qau_6CQ3ouzDxIoz9N37oyFj0_NUwX,11834,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,NO,NO,NO,,VIKAS,,,,,7/1/2026
JO-1405,2026-07-01,RFD MH FLEECE,Zara,"OFF WHITE [5], OFF WHITE [5], OFF WHITE [5], OFF WHITE [5]","M , M , L , L , XL",30,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,,,,,BOXY FIT,LOWER,"PATTERN BOXY FIT ,PATTERN MOHIT SIR SE PASS KARAYE, MORI MAI DORI STOPPER MOHIT SIR JI PUCH LE LAGNA HAI KI NAI JARUR",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1C7ujKtKXmDG8gpEbINZ011UmKKZppc6o,11835,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,NO,NO,NO,NO,,VIKAS,,,,,7/1/2026
JO-1406,2026-07-01,RFD MH FLEECE,Zara,"OFF WHITE [5], OFF WHITE [5], OFF WHITE [5], OFF WHITE [5]","M , M , L , L , XL",30,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,,,,,BOXY FIT,LOWER,"PATTERN BOXY FIT ,PATTERN MOHIT SIR SE PASS KARAYE, MORI MAI DORI STOPPER MOHIT SIR JI PUCH LE LAGNA HAI KI NAI JARUR, ISMAI HIDDEN ZIP LAGEGA",yes,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=152NEfyxKvTblghpOTPu3FJxu1cqPUXcp,11836,,,,,,,,,,HIGH,,,,,,,Normal Fold,YES,NO,NO,NO,NO,,VIKAS,,,,,7/1/2026
JO-1407,2026-07-02,MH FLEECE,QC ON,"BLACK (1.5) [6], 15% [4], BEIGE4414 [4], NAVY [4], CEMENT4411 [4]","M, L, L, XL, XXL",20,SETS,SS,TS - UPPER,GENTS,WINTER,NA,,NA,,SS Pattern,FULL ZIPPER HOOD,"NORMAL FIT
FULL ZIPPER HOODIE
BLACK - 30 SET
HD STICKER - QC
ZIP - 3",no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1pFtB9aRomK2XE2SePGLEzL_532l_9src,61247,,,,,,,,,,HIGH,,,,,,NO,,YES,YES,NO,NO,YES,,FAIZ,,,,546,7/2/2026
JO-1408,46205,MH FLEECE,QC ON,"BLACK (1.5) [6], 15% [4], BEIGE4414 [4], NAVY [4], CEMENT4411 [4]","M, L, L, XL, XXL",20,SETS,SS,TS - LOWER,GENTS,WINTER,NA,,NA,,SS Pattern,REGULAR,"SS PATTERN
KAJ - INSIDE
BELT - 2"" PLUS
ZIP - 2
BLACK - 30 SET",no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1vUJ1XzdNER-se4WSgXSDJXCzpgrrEdQL,61248,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,YES,NO,NO,NO,,FAIZ,,,,547,7/2/2026
JO-1409,46205,MH FLEECE,ADIDAS,"BLACK [2], BLACK [2], 15% [2]","M, M, L, L, XL",12,SETS,SS,TS - UPPER,GENTS,WINTER,BHM,,NA,,DROP SHOULDER,FULL ZIPPER HOOD,"
FULL ZIPPER HOODIE
ZIP - CFC WITH DOUBLE SLIDER
LACE MATCHING
BLK/BLK, BLK/CREAM, 15%/D.GRY",no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1Cht1QZqb-m5sBiCjEES3bV-hjFiuNLBO,61249,,CH-EMB-0888,13 Jul 2026,"{""items"":[{""shade"":""BLACK [2]"",""qty"":120},{""shade"":""15% [2]"",""qty"":60}],""completeLot"":false,""notedAt"":""2026-07-13T09:18:45.563Z""}","[{""number"":""CH-EMB-0888"",""date"":""13 Jul 2026"",""by"":"""",""completeLot"":false,""totalQty"":180,""items"":[{""shade"":""BLACK [2]"",""qty"":120},{""shade"":""15% [2]"",""qty"":60}],""receivedDate"":""2026-07-13T13:52:59.011Z""}]",180,no,,,HIGH,,,,,,YES,,YES,NO,NO,NO,YES,,FAIZ,,,,550,7/2/2026
JO-1410,2026-07-02,TRC SULPHUR,NOT DECIDE YET,"BLACK [1], OLIVE [1], BROWN [1], KHAKHI [1], GREY [1]","S, M, M, L, L, XL",12,SETS,BB,S/L JACKET,GENTS,WINTER,NA,,NA,,NORMAL FIT,CARGO,NORMAL FIT,no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=196w4nxYmNGZQuduk-qXlozEdC44wgeYd,62143,,,,,,,,,,HIGH,,,,,,NO,,YES,NO,NO,NO,NO,,VIKAS,,,,418,7/2/2026
JO-1411,2026-07-02,TRC,NOT DECIDE YET,"BLACK [1], NAVY [1], BEIGE [1], D. GREY [1], L. GREY [1]","S, M, M, L, L, XL",12,SETS,BB,S/L JACKET,GENTS,WINTER,NA,,NA,,NORMAL FIT,CARGO,"NORMAL FIT
3 POCKETS
BOTH CENTER POCKET REMOVE",no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=10y2Biu7hd8fCFepzlIVURnimSnkoRhkQ,62144,,,,,,,,,,HIGH,,,,,,NO,,YES,NO,NO,NO,NO,,VIKAS,,,,419,7/2/2026
JO-1412,2026-07-02,MH FLEECE,Adidas,"BLACK [2], BLACK [2], 15% [2]","M , M , L , L , XL",12,SETS,SS,TS - LOWER,GENTS,WINTER,BHM,,NA,,SS Pattern,REGULAR,"SS PATTERN
TS - UPPER - 61249
BELT - 2"" PLUS",no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1ybK2qvrVARHLuuwd23PDT0OY2GPXX7Gm,61250,,CH-EMB-0887,13 Jul 2026,"{""items"":[{""shade"":""BLACK [2]"",""qty"":120},{""shade"":""15% [2]"",""qty"":60}],""completeLot"":false,""notedAt"":""2026-07-13T09:18:44.323Z""}","[{""number"":""CH-EMB-0887"",""date"":""13 Jul 2026"",""by"":"""",""completeLot"":false,""totalQty"":180,""items"":[{""shade"":""BLACK [2]"",""qty"":120},{""shade"":""15% [2]"",""qty"":60}],""receivedDate"":""2026-07-13T13:52:57.147Z""}]",180,no,,,HIGH,,,,,,YES,Elastic and Stopper,YES,NO,NO,NO,NO,,FAIZ,,,,,7/2/2026
JO-1413,2026-07-02,"K13, K9",ZARA MAN,"D. GREY [2], OLIVE [2], GREY [2], OLIVE [2]","S , M , M , L , XL",20,SETS,BB,S/L JACKET,GENTS,WINTER,,,,,NORMAL FIT,CARGO,"NORMAL FIT
ZIP - SAME AS PER SAMPLE
      DOUBLE SLIDER PULLER",yes,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=12kiHGqVkjEB2WTSP8IMD_BzpQmEBSrIF,62145,,,,,,,,,,HIGH,,,,,,NO,,YES,NO,NO,NO,NO,,VIKAS,,,,568,7/2/2026
JO-1414,2026-07-02,UK LYCRA,NIKE,"BLACK [1], BLACK [1]","M, M, L, L, XL, 2XL",15,SETS,SS,LOWER,GENTS,SUMMER,BHM,"OTHER:ONE SELF LOGO
ONE CONTRAST LOGO",NA,,BOOT CUT,BOOT CUT,"SHRINKAGE KE LIYE 2"" EXTRA CUTTING KARNA HAI
REPEAT ORDER 61070
EMB. -  HALF  SELF LOGO  &  HALF  CONTRAST LOGO",no,JAIN (Order Referred By Mohit Goyal),,61251,,CH-EMB-0877,8 Jul 2026,"{""items"":[{""shade"":""BLACK [1]"",""qty"":66},{""shade"":""BLACK2"",""qty"":66}],""completeLot"":false,""notedAt"":""2026-07-08T08:35:26.565Z""}","[{""number"":""CH-EMB-0877"",""date"":""8 Jul 2026"",""by"":"""",""completeLot"":false,""totalQty"":132,""items"":[{""shade"":""BLACK [1]"",""qty"":66},{""shade"":""BLACK2"",""qty"":66}],""receivedDate"":""2026-07-08T14:04:33.843Z"",""embCompleted"":true,""embUpdatedAt"":""2026-07-09T14:39:58.262Z""}]",132,no,,,HIGH,,,,,,NO,Normal Fold,YES,NO,NO,NO,NO,,VIKAS,,,,596,7/2/2026
JO-1415,2026-07-03,SULPHUR DIESEL,CHINESE LABEL,"BROWN [2], BLACK [2], PISTA [2], KHAKHI [2], GREY [2], RUST [2]","M, M, L, L, XL, 2XL",2,ROLLS,SS,LOWER,GENTS,SUMMER,,,,,CHINESE FIT,CHINESE,"CHINESE FIT
BELT - 2""   KAJ - INSIDE
ROUND POCKET",yes,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1h40RUhYVWeYG9acd1CXi8E4MwmXVfb2I,61252,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,NO,NO,NO,NO,NO,,VIKAS,,,,612,7/3/2026
JO-1416,2026-07-03,UK LYCRA,ADIDAS,"BLACK [1], BLACK [1], BLACK [1], BLACK [1], BLACK [1]","M, M, L, L, XL, 2XL",1,ROLLS,SS,LOWER,GENTS,SUMMER,BHM,"FRONT, OTHER:FLOWER & WORDING BOTH",NA,,SS Pattern,REGULAR,"SS PATTERN
CONTRAST 3 BONES",no,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1ipf2375Hv3kM759tdtXXDpSfRM6dYRHY,61253,,CH-EMB-0872,7 Jul 2026,"{""items"":[{""shade"":""BLACK [1]"",""qty"":60},{""shade"":""BLACK2"",""qty"":72},{""shade"":""BLACK 1"",""qty"":72},{""shade"":""BLACK 3"",""qty"":72},{""shade"":""BLACK 5"",""qty"":72}],""completeLot"":false,""notedAt"":""2026-07-07T06:46:59.638Z""}","[{""number"":""CH-EMB-0872"",""date"":""7 Jul 2026"",""by"":"""",""completeLot"":false,""totalQty"":348,""items"":[{""shade"":""BLACK [1]"",""qty"":60},{""shade"":""BLACK2"",""qty"":72},{""shade"":""BLACK 1"",""qty"":72},{""shade"":""BLACK 3"",""qty"":72},{""shade"":""BLACK 5"",""qty"":72}],""receivedDate"":""2026-07-07T15:15:31.381Z"",""embCompleted"":true,""embUpdatedAt"":""2026-07-14T08:55:27.560Z""}]",348,no,,,REPEATED_LOT#61205,,,,,,NO,Elastic and Stopper,YES,NO,NO,YES,NO,,VIKAS,,,,613,7/3/2026
JO-1417,2026-07-03,TRC SULPHUR,CAR HEARTT,"BROWN [1], OLIVE [1], KHAKHI [1], BLACK [1], GREY [1]","M, L, L, XL, XL, XXL",1,ROLLS,SS,LOWER,GENTS,SUMMER,,,,,CHINESE FIT,CHINESE,"CHINESE FIT
BELT 2"" FRONT OPEN WITH LAPPA
WOVEN PATCH ON BACK SIDE POCKET",yes,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=19qfF07-c6M64rVod-t74P-zPg26Xp_4s,61254,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,YES,NO,NO,NO,,VIKAS,,,,610,7/3/2026
JO-1418,2026-07-03,TRC SULPHUR,CHINESE LABEL,"BROWN [1], OLIVE [1], KHAKHI [1], BLACK [1], GREY [1]","M, L, L, XL, XL, XXL",1,ROLLS,SS,LOWER,GENTS,SUMMER,,,,,CHINESE FIT,CHINESE,"CHINESE FIT
BELT 2"" FRONT OPEN WITH LAPPA",yes,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1HFBaTzXzG-dmZvZhd6WkdwjXRMd4yvR5,61255,,,,,,,,,,HIGH,,,,,,NO,Elastic and Stopper,YES,NO,NO,NO,NO,,VIKAS,,,,611,7/3/2026
JO-1419,2026-07-03,UK LYCRA,QC ON,"BLACK [1], BLACK [1], NAVY [1], PISTA [1], SILVER(STONE) [1], BEIGE [1], GREY(2) [1]","M, M, L, L, XL, XXL",1,ROLLS,SS,LOWER,GENTS,SUMMER,,,,,BOOT CUT,BOOT CUT,"BOOT CUT
LOGO - HD STICKER CONTRAST
SHRINKAGE ADD KARKE MAAL KATE",yes,JAIN (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1OWtcZLaJmwsUg4fHLxzAfQ8JHcMW4-tB,61256,,,,,,,,,,HIGH,,,,,,NO,Normal Fold,YES,YES,NO,NO,NO,,VIKAS,,,,600,7/3/2026
JO-1420,2026-07-03,RFD LYCRA,--,OFF WHITE [5],"M , M , L , L , XL",60,SETS,Mohit Hosiery,T-SHIRT R/N,GENTS,SUMMER,,,,,BOXY FIT,R/N FULL SLEEVE,"R/N FULL SLEEVE, PATTERN BOXY FIT RFD, PATTERN MOHT SIR SE JARUR PASS KARAYE",yes,VIKAS (Order Referred By Mohit Goyal),,11839,,,,,,,,,,HIGH,,,,,,NO,,NO,NO,NO,NO,YES,,VIKAS,,,,,7/3/2026
JO-1421,2026-07-03,RFD FINE COTTON,--,OFF WHITE [5],"M , M , L , L , XL , 2XL",60,SETS,Mohit Hosiery,T-SHIRT R/N,GENTS,SUMMER,,,,,BOXY FIT,R/N HALF SLEEVE,"PATTERN BOXY FIT RFD,HALF SLEEVE PATTERN MOHIT SIR JI SE PASS KARAYE",yes,VIKAS (Order Referred By Mohit Goyal),,11840,,,,,,,,,,HIGH,,,,,,NO,,NO,NO,NO,NO,NO,,VIKAS,,,,,7/3/2026
JO-1422,2026-07-03,MH LYCRA SINKER,Zara,"BLACK [2], CREAM [1], D.GREY [1], SKY [1], WHITE [1], RED [1], D.GREEN [1], CK TONE(3875) [1], COFFEE(3846) [1]","M , M , L , L , XL",1,ROLLS,Mohit Hosiery,T-SHIRT R/N,GENTS,SUMMER,,,,,BOXY FIT,ROUND NECK FULL SLEEVE,"PATTERN BOXY FIT ,FULL SLEEVE,PATTERN PAHLE MOHIT SIR JI PASS KARAYE",yes,VIKAS (Order Referred By Mohit Goyal),,11837,,,,,,,,,,HIGH,,,,,,NO,,NO,NO,NO,NO,YES,,FAIZ,,,,,7/3/2026
JO-1423,2026-07-03,MH LYCRA SINKER,Zara,"BLACK [2], CREAM [1], D.GREY [1], SKY [1], WHITE [1], RED [1], D.GREEN [1], CK TONE (3875) [1], COFFEE (3846) [1]","M , M , L , L , XL",1,ROLLS,Mohit Hosiery,T-SHIRT R/N,GENTS,SUMMER,,,,,BOXY FIT,R/N HALF SLEEVE,"PATTERN BOXY FIT ,HALF SLEEVE,  PATTERN PAHLE MOHIT SIR JI PASS KARAYE",yes,VIKAS (Order Referred By Mohit Goyal),,11838,,,,,,,,,,HIGH,,,,,,NO,,NO,NO,NO,NO,NO,,,,,,,7/3/2026
JO-1424,2026-07-04,MH GERMAN FLEECE,OFFWHITE,"BLACK [2], NAVY [2], GREY [2], WHITE [2]","M, M, L, L, XL",2,ROLLS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,"POCKET, OTHER:BACK SIDE",NA,,BOXY FIT,BOXY FIT LOWER,"BOXY FIT
BELT 2"" CONTRAST COLOUR
BACK POCKET EMB. AS PER SAMPLE
",no,EA (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1Qqj_VcvlFGatoiTh6nzMjhYU2k1nQJbH,11841,,CH-EMB-0886,11 Jul 2026,"{""items"":[{""shade"":""BLACK [2]"",""qty"":60},{""shade"":""NAVY [2]"",""qty"":65},{""shade"":""GREY [2]"",""qty"":54},{""shade"":""WHITE [2]"",""qty"":75}],""completeLot"":false,""notedAt"":""2026-07-11T06:52:12.312Z""}","[{""number"":""CH-EMB-0886"",""date"":""11 Jul 2026"",""by"":"""",""completeLot"":false,""totalQty"":254,""items"":[{""shade"":""BLACK [2]"",""qty"":60},{""shade"":""NAVY [2]"",""qty"":65},{""shade"":""GREY [2]"",""qty"":54},{""shade"":""WHITE [2]"",""qty"":75}],""receivedDate"":""2026-07-13T09:18:01.573Z""}]",254,no,,,HIGH,,,,,,NO,Elastic and Stopper,NO,NO,NO,NO,NO,,VIKAS,,,,,7/4/2026
JO-1425,2026-07-04,RFD FLEECE OUTSIDE ANTIFILLING,Amiri,"OFF WHITE [5], OFF WHITE [5], OFF WHITE [5], OFF WHITE [5]","M , M , L , L , XL",30,SETS,Mohit Hosiery,SWEATSHIRT HOODIE,GENTS,WINTER,BHM,"FRONT, OTHER:TWO SIDE BAJU",NA,,BOXY FIT,CROSS HODDIE,"PATTERN BOXY FIT RFD , RFD OUTSIDE ANTIPILLING WALA CLOTH, PATTERN MOHIT SIR SE PASS KARAYE",no,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1X3dItS0HfDVFSCiSBf_rwqo0NP-hiPq6,11842,,,,,,,,,,HIGH,,,,,,NO,,NO,NO,NO,NO,YES,,VIKAS,,,,,7/4/2026
JO-1426,2026-07-04,RFD FLEECE OUTSIDE ANTIFILLING,Amiri,"OFF WHITE [5], OFF WHITE [5], OFF WHITE [5], OFF WHITE [5]","M , M , L , L , XL",30,SETS,Mohit Hosiery,SWEATSHIRT HOODIE,GENTS,WINTER,BHM,"FRONT, BACK",NA,,BOXY FIT,ZIPPER HOODY NORMAL,"PATTERN BOXY FIT RFD, OUTSIDE FLEECE ANTIPILLING WALA CLOTH,PATTERN MOHT SIR SE PASS KARAYE",no,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1306DwzVfwQMADAOnMl4rzHsbl9L_em4N,11843,,,,,,,,,,HIGH,,,,,,NO,,YES,NO,NO,NO,YES,,VIKAS,,,,,7/4/2026
JO-1427,2026-07-04,RFD FLEECE OUTSIDE ANTIFILLING,Diesel,"OFF WHITE [5], OFF WHITE [5], OFF WHITE [5], OFF WHITE [5]","M , M , L , L , XL",30,SETS,Mohit Hosiery,SWEATSHIRT COLLAR,GENTS,WINTER,BHM,"FRONT, BACK",NA,,BOXY FIT,COLLAR + THOKA,"PATTERN BOXY FIT RFD, FLEECE OUTSIDE ANTIPILLING WALA CLOTH, PATTERN MOHIT SIR SE PASS KARAYE, PATCH KA CLOTH PINTU SIR SE PASS KARAYE",no,VIKAS (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=18ajobisz-f10o2OCc2n0to_sedh9Pqwi,11844,,,,,,,,,,HIGH,,,,,,NO,,NO,NO,YES,NO,YES,,VIKAS,,,,,7/4/2026
